PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2023-0299,06/24/2023,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Force (Defense Tech) | Head Strike (No Wep) | Hands,L1 | L2 | L3 | L1,None detected,Yes | Yes | No | Yes,Black | Black | Black | White,Male | Male | Male | Male,27 | 27 | 27 | 30,4 | 4 | 4 | 3,0 feet to 1 feet,Male,Black,27,XLarge,> 6'3'',No,Yes,Yes,,Resisting Lawful Arrest,Yes | Yes | Yes | Yes
FTN2023-0300,06/25/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Female,23,2,4 feet to 6 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2023-0303,06/28/2023,FOB - Field Operations Bureau,SOD,Other Support,K-9 Section,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Poor,Clear Conditions,Canine (No Bite) | Firearm (Exhibited) | Firearm (Exhibited) | Distraction Device | Firearm (Exhibited) | Firearm (Exhibited) | Gas Dispersant | Firearm (Exhibited) | Firearm (Exhibited),L2 | L1 | L1 | L2 | L1 | L1 | L2 | L1 | L1,None detected | None detected,Yes | Yes | Yes | No | Yes | Yes | Yes | Yes | Yes,Black | Black | Black | Black | White | Black | Black | Black | Black,Male | Male | Male | Male | Male | Male | Male | Male | Male,35 | 34 | 34 | 38 | 35 | 29 | 29 | 31 | 34,15 | 14 | 7 | 7 | 7 | 7 | 7 | 6 | 5,0 feet to 1 feet | 0 feet to 1 feet,Male | Male, | Black,34 | 28,Small | Small,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,Yes | Yes,Yes | Yes,,Resisting Lawful Arrest,No | No | No | No | No | No | No | No | No
FTN2023-0304,06/29/2023,FOB - Field Operations Bureau,1st District,Other Support,LCPD/MCSD,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,35,4,0 feet to 1 feet,Male,Black,25,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Flight from an Officer,No
FTN2023-0307,06/30/2023,ISB - Investigative Services Bureau,CE & CL,Evidence,Staff,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Unknown,Yes | Yes | Yes,White | Black | White,Female | Male | Male,42 | 34 | 29,15 | 10 | 0,0 feet to 1 feet,Male,Black,34,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2023-0309,07/01/2023,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Unknown,Yes | Yes | Yes,White | White | White,Male | Male | Male,36 | 26 | 46,8 | 4 | 0,0 feet to 1 feet,Male,Black,0,Small,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2023-0308,07/01/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,48,25,1 feet to 3 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2023-0310,07/01/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,26,4,0 feet to 1 feet,Male,Black,18,Small,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2023-0312,07/02/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,None detected,Yes | Yes,Black | Black,Male | Male,25 | 24,5 | 4,0 feet to 1 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0314,07/03/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,White,Male,30,7,0 feet to 1 feet,Male,Black,19,Small,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0316,07/05/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,27,5,1 feet to 3 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0315,07/05/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (w/injury),L2,None detected,Yes,White,Male,41,14,11 feet to 14 feet,Male,Black,19,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Flight from an Officer,No
FTN2023-0318,07/06/2023,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,None detected | None detected,Yes | Yes | Yes,Black | Black | Black,Male | Male | Male,29 | 34 | 47,7 | 5 | 5,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black,15 | 15,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Flight from an Officer,No | No | No
FTN2023-0320,07/07/2023,ISB - Investigative Services Bureau | FOB - Field Operations Bureau,8th District | CID,Day Watch | Homicide,Day Watch | Squad C,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting | Pedestrian Stop,Good,Clear Conditions | Rainy Conditions - Light,CEW Deployment | Hands,L2 | L1,Mentally unstable | None detected,Yes | Yes,White | Black,Male | Male,22 | 44,1 | 19,4 feet to 6 feet | 0 feet to 1 feet,Male | Male,Black | Black,27 | 50,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | No,Yes | No,Yes | Yes,,Battery on Police Officer | refuse verbal commands,No | Yes
FTN2023-0323,07/08/2023,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,- Hands (with injury) | - Hands (with injury),L2 | L2,None detected,Yes | Yes,White | Black,Male | Male,32 | 26,7 | 5,0 feet to 1 feet,Male,Black,0,Small,5'7'' to 5'9'',Yes,Yes,Yes,,refuse verbal commands,No | No
FTN2023-0343,07/09/2023,FOB - Field Operations Bureau,1st District,DIU Property,DIU Property DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Takedown (no injury) | Firearm (Exhibited),L1 | L1 | L1,None detected | None detected,Yes | Yes | Yes,Hispanic | Hispanic | Black,Male | Male | Male,25 | 25 | 35,5 | 5 | 4,0 feet to 1 feet | 0 feet to 1 feet,Male | Male, | Black, | 23,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Flight from an Officer,No | No | No
FTN2023-0326,07/10/2023,FOB - Field Operations Bureau,SOD,Other Support,K-9 Section,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Other,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Canine (No Bite),L1 | L1 | L2,None detected,Yes | Yes | Yes,White | White | White,Male | Male | Male,55 | 32 | 32,32 | 9 | 9,15 feet to 18 feet,Male,Black,31,Medium,6'1'' to 6'3'',No,No,Yes,,Flight from an Officer,No | No | No
FTN2023-0327,07/11/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,Hispanic | Hispanic,Male | Male,38 | 27,7 | 2,0 feet to 1 feet,Male,Black,56,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0328,07/13/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,None detected | None detected | None detected | None detected | None detected | None detected,Yes,Black,Male,31,5,4 feet to 6 feet | 4 feet to 6 feet | 4 feet to 6 feet | 4 feet to 6 feet | 4 feet to 6 feet | 4 feet to 6 feet,Male | Female | Male | Male | Female | Male,Black | Black | Black | Black | Black | Black,21 | 16 | 18 | 17 | 16 | 26,Medium | Medium | Medium | Medium | Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'',No | No | No | No | No | No,No | No | No | No | No | No,Yes | Yes | Yes | Yes | Yes | Yes,,Tactical Deployments,No
FTN2023-0329,07/14/2023,PSAB - Prof Standards & Accountability Bureau,ED & TRN,Other Support,Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,White,Female,43,7,7 feet to 10 feet,Male,Black,35,Large,5'10'' to 6'0'',Yes,Yes,Yes,,Flight from an Officer,No
FTN2023-0330,07/14/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Force (Escort Tech) | Force (Escort Tech),L1 | L1,Unknown,Yes | Yes,Black | Black,Male | Male,40 | 34,19 | 7,0 feet to 1 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0332,07/18/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,33,5,1 feet to 3 feet,Male,Black,35,Large,5'7'' to 5'9'',No,No,No,,Tactical Deployments,No
FTN2023-0333,07/18/2023,FOB - Field Operations Bureau,1st District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,34,14,11 feet to 14 feet,Male,Black,29,Medium,6'1'' to 6'3'',No,No,Yes,,Flight from an Officer,No
FTN2023-0335,07/20/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,White | White,Male | Male,35 | 29,7 | 3,1 feet to 3 feet,Male,Black,18,Small,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No | No
FTN2023-0339,07/25/2023,FOB - Field Operations Bureau,7th District,DIU Persons,DIU Persons DIU,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,- Hands (with injury) | Force (Escort Tech) | Force (Escort Tech),L2 | L1 | L1,Unknown | Unknown,Yes | Yes | Yes,Black | Asian/Pacific Islander | White,Male | Male | Male,39 | 28 | 29,19 | 6 | 3,0 feet to 1 feet | 0 feet to 1 feet,Female | Male,Black | Black,37 | 15,Large | Large,5'0'' to 5'3'' | 5'0'' to 5'3'',Yes | Yes,No | No,Yes | Yes,,Resisting Lawful Arrest,No | No | No
FTN2023-0338,07/25/2023,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Flagged Down,Good,Clear Conditions,Hands | Takedown (no injury) | Hands | Takedown (no injury) | Hands,L1 | L1 | L1 | L1 | L1,Unknown,Yes | Yes | Yes | Yes | Yes,Black | Black | Black | Black | Hispanic,Male | Male | Male | Male | Male,40 | 40 | 48 | 48 | 40,16 | 16 | 20 | 20 | 7,0 feet to 1 feet,Male,Black,37,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No | No | No | No | No
FTN2023-0342,07/28/2023,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Poor,Clear Conditions,Force (Take Down) | Other | Other | Force (Take Down) | Head Strike (No Wep),L2 | L2 | L4 | L2 | L3,Unknown,Yes | Yes | Yes | No | Yes,Black | Black | Black | Not Specified | Black,Male | Male | Male | Female | Male,26 | 26 | 26 | 44 | 26,5 | 5 | 5 | 3 | 2,*Direct Contact,Male,Black,21,Large,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,Yes | Yes | Yes | No | No
FTN2023-0345,07/30/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,White | White,Male | Male,46 | 50,0 | 2,0 feet to 1 feet,Male,Black,0,Small,5'4'' to 5'6'',No,No,No,,Other,No | No
FTN2023-0346,07/30/2023,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1,None detected,Yes | Yes | Yes | Yes,White | White | White | Hispanic,Male | Female | Male | Male,40 | 58 | 32 | 40,14 | 26 | 9 | 7,0 feet to 1 feet,Male,Black,40,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No | No | No
FTN2023-0348,08/01/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF No Reportable Force Used by Officer,Arresting,Good,Clear Conditions,Force (Escort Tech) | Force (Escort Tech),L1 | L1,Alchohol and unknown drugs,Yes | Yes,White | Black,Male | Male,28 | 25,5 | 3,0 feet to 1 feet,Male,White,32,Large,5'7'' to 5'9'',No,Yes,Yes,,refuse verbal commands,No | No
FTN2023-0349,08/01/2023,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,CEW Deployment | Firearm (Exhibited),L2 | L1,Unknown,No | Yes,Black | Black,Male | Male,35 | 28,8 | 1,4 feet to 6 feet,Male,Black,16,Large,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No | No
FTN2023-0350,08/01/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,30,7,19 feet to 21 feet,Male,Black,62,Large,5'7'' to 5'9'',No,No,No,,Weapon Exhibited,No
FTN2023-0352,08/01/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,No,Black,Male,23,2,4 feet to 6 feet,Male,Black,,Medium,5'4'' to 5'6'',No,No,No,,Weapon Exhibited,No
FTN2023-0353,08/03/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Training,Arresting,Good,Clear Conditions,Hands | Hands | Takedown (no injury) | - Hands (with injury) | Head Strike (No Wep),L1 | L1 | L1 | L2 | L3,Unknown,Yes | Yes | Yes | Yes | Yes,White | Hispanic | Hispanic | Hispanic | Hispanic,Female | Male | Male | Male | Male,56 | 38 | 38 | 38 | 38,0 | 7 | 7 | 7 | 7,0 feet to 1 feet,Male,Black,46,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No | No | No | No
FTN2023-0354,08/03/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands | Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1 | L1 | L1,None detected,Yes | Yes | Yes | Yes | Yes | Yes,Black | Black | White | Black | Black | White,Male | Male | Male | Male | Male | Male,34 | 34 | 35 | 31 | 47 | 29,14 | 7 | 7 | 6 | 5 | 3,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No | Yes | No | No | No | No
FTN2023-0355,08/03/2023,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,36,8,7 feet to 10 feet,Female,Black,,Medium,5'0'' to 5'3'',No,No,No,,Weapon Exhibited,No
FTN2023-0356,08/04/2023,FOB - Field Operations Bureau,2nd District,DIU Persons,DIU Persons DIU,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,29,4,4 feet to 6 feet,Male,Black,30,Medium,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2023-0357,08/05/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,,Yes | Yes,White | Hispanic,Male | Male,52 | 33,15 | 5,,Male,Black,50,,,No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0358,08/07/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Distraction Device | Force (Take Down),L1 | L1 | L2 | L2,Unknown | Unknown,Yes | Yes | Yes | Yes,Black |  |  | Black,Male |  |  | Male,35 |  |  | 31,11 |  |  | 5,0 feet to 1 feet | 0 feet to 1 feet, | Male, | Black, | 21,Small | Small,5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | Yes,No | No,Yes | Yes,,refuse verbal commands,No | No | No | No
FTN2023-0359,08/08/2023,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Male,34,5,4 feet to 6 feet,Male,Black,,,,No,No,No,,Flight from an Officer,No
FTN2023-0360,08/09/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,29,7,15 feet to 18 feet,Male,Black,37,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0361,08/10/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Hispanic,Male,33,5,0 feet to 1 feet,Male,Black,31,Small,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2023-0362,08/11/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,None detected | None detected,Yes | Yes | Yes,White | Black | Black,Male | Male | Male,45 | 33 | 31,17 | 5 | 5,4 feet to 6 feet | 4 feet to 6 feet,Male | Female,Black | Black,25 | 25,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,Yes | Yes,,Tactical Deployments,No | No | No
FTN2023-0363,08/12/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,45,19,4 feet to 6 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2023-0364,08/12/2023,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Traffic Stop,Poor,Clear Conditions,CEW Deployment | Takedown (w/injury),L2 | L2,None detected,No | Yes,Black | White,Male | Male,34 | 29,5 | 3,11 feet to 14 feet,Male,Black,23,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No | No
FTN2023-0365,08/13/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,- Hands (with injury) | Hands,L2 | L1,Unknown Drugs,Yes | Yes,Black | White,Male | Male,62 | 61,22 | 26,0 feet to 1 feet,Male,Black,32,Small,> 6'3'',Yes,Yes,Yes,,Other,Yes | No
FTN2023-0383,08/15/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,No,Hispanic,Male,31,7,7 feet to 10 feet,Male,Black,34,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Weapon Exhibited,No
